policy_id,customer_id,agent_id,product_id,start_date,end_date,premium,status,snapshot_date
POL5913,CUST1931,AG1346,PRD1042,2023-06-21,2026-04-14,2940.23,Expired,2024-03-01
POL5914,CUST1308,AG1010,PRD1033,2023-11-28,2026-02-06,1350.01,Active,2024-03-01
POL5915,CUST3223,AG1350,PRD1018,2023-07-15,2026-01-04,4840.15,Cancelled,2024-03-01
POL5916,CUST2960,AG1065,PRD1004,2023-12-17,2025-06-24,1423.48,Cancelled,2024-03-01
POL5917,CUST2327,AG1384,PRD1031,2023-09-13,2025-08-12,1383.33,Cancelled,2024-03-01
POL5918,CUST4362,AG1216,PRD1041,2023-07-06,2026-03-01,4997.64,Cancelled,2024-03-01
POL5919,CUST1472,AG1100,PRD1018,2024-03-03,2025-12-10,3974.08,,2024-03-01
POL5920,CUST2416,AG1061,PRD1040,2023-07-31,2026-03-06,3414.99,Cancelled,2024-03-01
POL5921,CUST4100,AG1281,PRD1049,2023-08-12,2026-02-22,4354.9,Active,2024-03-01
POL5922,CUST1561,AG1262,PRD1041,2024-02-22,2026-04-27,4942.02,Cancelled,2024-03-01
POL5923,CUST3504,AG1393,PRD1030,2024-05-04,2025-06-26,3891.15,Cancelled,2024-03-01
POL5924,CUST1775,AG1078,PRD1009,2023-10-05,2025-09-08,1926.46,Expired,2024-03-01
POL5925,CUST4532,AG1049,PRD1004,2024-03-21,2025-09-22,2453.76,Expired,2024-03-01
POL5926,CUST2725,AG1395,PRD1028,2023-08-28,2025-06-24,4928.38,Expired,2024-03-01
POL5927,CUST4446,AG1249,PRD1042,2023-06-13,2025-06-04,4807.25,Expired,2024-03-01
POL5928,CUST26,AG1449,PRD1004,2023-07-27,2026-03-02,3342.01,Expired,2024-03-01
POL5929,CUST1927,AG1069,PRD1014,2023-09-06,2026-03-30,2241.01,Cancelled,2024-03-01
POL5930,CUST414,AG1447,PRD1013,2023-07-21,2025-09-15,3752.14,Active,2024-03-01
POL5931,CUST4358,AG1424,PRD1015,2024-01-15,2026-05-29,697.59,Active,2024-03-01
POL5932,CUST1846,AG1417,PRD1039,2024-02-04,2025-10-15,4547.85,Active,2024-03-01
POL5933,CUST3605,AG1342,PRD1040,2023-07-31,2026-04-29,1455.13,Active,2024-03-01
POL5934,CUST322,AG1101,PRD1050,2023-11-20,2025-09-10,4408.92,Active,2024-03-01
POL5935,CUST2327,AG1070,PRD1002,2023-08-01,2025-11-22,3795.84,Cancelled,2024-03-01
POL5936,CUST1943,AG1169,PRD1041,2024-05-17,2025-11-04,3273.23,Expired,2024-03-01
POL5937,CUST1463,AG1443,PRD1039,2023-09-09,2025-10-11,722.91,Expired,2024-03-01
POL5938,CUST1547,AG1353,PRD1037,2024-05-28,2025-10-10,2669.82,Expired,2024-03-01
POL5939,CUST269,AG1007,PRD1021,2024-02-12,2025-07-21,2508.17,Cancelled,2024-03-01
POL5940,CUST1819,AG1123,PRD1030,2023-07-02,2025-06-10,2153.58,Expired,2024-03-01
POL5941,CUST3554,AG1207,PRD1025,2023-06-12,2026-05-26,4642.28,Expired,2024-03-01
POL5942,CUST584,AG1077,PRD1015,2023-08-12,2026-05-12,4502.19,,2024-03-01
POL5943,CUST3939,AG1052,PRD1005,2023-06-22,2025-08-05,630.6,,2024-03-01
POL5944,CUST2664,AG1130,PRD1004,2024-04-14,2025-07-21,2742.8,Cancelled,2024-03-01
POL5945,CUST1842,AG1401,PRD1018,2024-05-21,2026-02-07,3474.95,Active,2024-03-01
POL5946,CUST4691,AG1239,PRD1045,2024-04-15,2026-03-26,4704.59,Active,2024-03-01
POL5947,CUST635,AG1364,PRD1046,2024-05-02,2025-08-30,1640.99,Cancelled,2024-03-01
POL5948,CUST2466,AG1426,PRD1001,2023-08-11,2025-06-28,4574.59,Cancelled,2024-03-01
POL5949,CUST1749,AG1484,PRD1034,2023-08-11,2025-10-30,1447.28,Expired,2024-03-01
POL5950,CUST143,AG1154,PRD1025,2023-11-30,2025-08-05,671.0,Cancelled,2024-03-01
POL5951,CUST793,AG1459,PRD1035,2023-12-16,2026-05-07,549.86,Cancelled,2024-03-01
POL5952,CUST878,AG1268,PRD1022,2023-06-26,2025-09-09,2901.81,Active,2024-03-01
POL5953,CUST3459,AG1206,PRD1012,2024-01-23,2025-08-15,1830.5,Cancelled,2024-03-01
POL5954,CUST4826,AG1149,PRD1035,2023-10-03,2025-08-26,4140.22,Active,2024-03-01
POL5955,CUST1161,AG1303,PRD1048,2024-05-22,2025-07-25,3619.34,Cancelled,2024-03-01
POL5956,CUST4694,AG1494,PRD1034,2023-11-07,2025-10-20,4633.85,Active,2024-03-01
POL5957,CUST534,AG1225,PRD1029,2023-10-01,2025-08-08,595.72,Expired,2024-03-01
POL5958,CUST4717,AG1445,PRD1015,2024-03-06,2026-02-22,3713.58,Active,2024-03-01
POL5959,CUST2326,AG1014,PRD1045,2023-10-03,2025-07-17,3953.72,Active,2024-03-01
POL5960,CUST927,AG1213,PRD1008,2023-07-27,2026-03-31,1497.35,Cancelled,2024-03-01
POL5961,CUST1483,AG1478,PRD1021,2023-09-13,2025-07-07,849.3,Expired,2024-03-01
POL5962,CUST4006,AG1370,PRD1018,2024-04-26,2025-11-23,3121.14,Active,2024-03-01
POL5963,CUST1441,AG1356,PRD1032,2023-08-14,2025-10-13,2021.05,Active,2024-03-01
POL5964,CUST1621,AG1256,PRD1036,2023-10-04,2026-01-03,1530.05,Expired,2024-03-01
POL5965,CUST4195,AG1188,PRD1043,2023-12-10,2025-06-04,993.77,Cancelled,2024-03-01
POL5966,CUST4987,AG1123,PRD1039,2023-11-17,2025-11-02,1007.4,Active,2024-03-01
POL5967,CUST730,AG1060,PRD1022,2023-10-21,2026-01-03,2961.53,Expired,2024-03-01
POL5968,CUST4995,AG1196,PRD1032,2024-04-24,2025-06-24,4350.61,Expired,2024-03-01
POL5969,CUST3641,AG1110,PRD1014,2024-01-13,2025-10-28,1040.3,,2024-03-01
POL5970,CUST3045,AG1284,PRD1021,2024-02-12,2025-09-01,1924.99,Active,2024-03-01
POL5971,CUST1113,AG1494,PRD1041,2023-10-21,2025-06-26,1360.3,Expired,2024-03-01
POL5972,CUST1754,AG1114,PRD1045,2024-01-13,2026-05-28,1281.64,Cancelled,2024-03-01
POL5973,CUST2761,AG1085,PRD1043,2024-03-11,2025-06-14,2067.96,Cancelled,2024-03-01
POL5974,CUST4518,AG1031,PRD1029,2023-08-22,2025-11-12,3902.47,Cancelled,2024-03-01
POL5975,CUST2428,AG1377,PRD1023,2023-06-22,2026-01-13,3052.58,Active,2024-03-01
POL5976,CUST771,AG1142,PRD1012,2023-07-04,2025-09-23,4323.34,Active,2024-03-01
POL5977,CUST1747,AG1011,PRD1022,2023-09-16,2025-10-21,2378.18,Expired,2024-03-01
POL5978,CUST359,AG1452,PRD1013,2024-04-23,2025-10-26,3626.02,Expired,2024-03-01
POL5979,CUST3067,AG1289,PRD1004,2024-02-12,2026-05-16,854.34,Active,2024-03-01
POL5980,CUST1564,AG1125,PRD1027,2024-02-12,2025-06-10,3746.33,Active,2024-03-01
POL5981,CUST1260,AG1210,PRD1023,2024-05-14,2025-09-17,1274.01,Expired,2024-03-01
POL5982,CUST1825,AG1226,PRD1011,2024-01-27,2025-10-27,4421.29,Cancelled,2024-03-01
POL5983,CUST4131,AG1008,PRD1024,2023-10-10,2025-06-23,4020.35,Active,2024-03-01
POL5984,CUST3845,AG1172,PRD1044,2023-12-04,2025-07-07,2847.76,Expired,2024-03-01
POL5985,CUST724,AG1295,PRD1037,2023-06-24,2026-03-17,1981.06,Active,2024-03-01
POL5986,CUST42,AG1062,PRD1021,2023-07-11,2025-10-27,4401.06,Active,2024-03-01
POL5987,CUST289,AG1418,PRD1004,2023-08-21,2025-08-16,4365.28,Cancelled,2024-03-01
POL5988,CUST1026,AG1235,PRD1020,2024-02-01,2026-05-15,1075.41,Active,2024-03-01
POL5989,CUST281,AG1311,PRD1016,2023-10-09,2026-04-13,1904.84,Cancelled,2024-03-01
POL5990,CUST4354,AG1167,PRD1023,2023-12-14,2025-08-19,3857.37,Expired,2024-03-01
POL5991,CUST2039,AG1106,PRD1017,2024-02-29,2026-01-11,4246.46,Expired,2024-03-01
POL5992,CUST2398,AG1492,PRD1045,2023-08-13,2025-07-03,2992.96,Active,2024-03-01
POL5993,CUST3766,AG1452,PRD1023,2023-07-28,2025-11-03,4553.82,Expired,2024-03-01
POL5994,CUST4140,AG1475,PRD1043,2023-07-06,2025-08-20,3072.42,Cancelled,2024-03-01
POL5995,CUST4832,AG1497,PRD1034,2024-01-28,2026-02-06,1567.15,Active,2024-03-01
POL5996,CUST3648,AG1406,PRD1009,2024-03-25,2026-01-02,745.96,Cancelled,2024-03-01
POL5997,CUST1168,AG1265,PRD1050,2023-11-02,2026-03-28,1236.71,Active,2024-03-01
POL5998,CUST4057,AG1439,PRD1047,2024-01-17,2025-08-01,3301.86,Cancelled,2024-03-01
POL5999,CUST378,AG1233,PRD1006,2024-04-05,2026-05-01,1808.33,Cancelled,2024-03-01
POL6000,CUST1068,AG1387,PRD1049,2024-04-02,2026-04-24,3007.28,Expired,2024-03-01
POL6001,CUST435,AG1143,PRD1040,2023-07-29,2026-01-26,4868.77,Active,2024-03-01
POL6002,CUST3974,AG1012,PRD1047,2023-07-07,2026-01-03,2087.55,Active,2024-03-01
POL6003,CUST3280,AG1433,PRD1020,2024-03-05,2025-11-29,4013.95,Cancelled,2024-03-01
POL6004,CUST2099,AG1456,PRD1048,2023-09-29,2026-01-11,2914.38,Cancelled,2024-03-01
POL6005,CUST1072,AG1360,PRD1037,2023-09-05,2026-03-29,848.84,Active,2024-03-01
POL6006,CUST956,AG1450,PRD1024,2023-11-16,2026-04-17,3517.29,Cancelled,2024-03-01
POL6007,CUST834,AG1418,PRD1014,2024-01-12,2025-07-07,3238.37,Expired,2024-03-01
POL6008,CUST1054,AG1109,PRD1021,2023-09-29,2026-05-06,1840.55,Active,2024-03-01
POL6009,CUST3300,AG1113,PRD1034,2023-09-04,2026-03-10,623.25,Cancelled,2024-03-01
POL6010,CUST4765,AG1125,PRD1010,2023-11-01,2025-11-20,1798.98,Active,2024-03-01
POL6011,CUST4722,AG1476,PRD1036,2024-05-20,2025-09-23,4775.67,Expired,2024-03-01
POL6012,CUST2771,AG1390,PRD1039,2024-01-05,2026-04-10,1282.42,Active,2024-03-01
POL6013,CUST2546,AG1098,PRD1020,2024-04-26,2025-09-01,3713.0,Cancelled,2024-03-01
POL6014,CUST2582,AG1219,PRD1041,2023-08-18,2026-01-30,1973.11,Active,2024-03-01
POL6015,CUST1998,AG1006,PRD1023,2024-04-08,2025-12-02,2980.69,Cancelled,2024-03-01
POL6016,CUST3850,AG1006,PRD1038,2024-05-05,2025-09-08,1744.96,Active,2024-03-01
POL6017,CUST1790,AG1037,PRD1041,2023-12-25,2025-06-12,2947.22,Cancelled,2024-03-01
POL6018,CUST3692,AG1231,PRD1046,2023-09-15,2026-01-03,1555.42,Cancelled,2024-03-01
POL6019,CUST4763,AG1057,PRD1049,2023-11-24,2026-02-24,4703.91,Active,2024-03-01
POL6020,CUST1681,AG1401,PRD1027,2023-10-07,2025-10-12,3804.32,Active,2024-03-01
POL6021,CUST1794,AG1463,PRD1028,2023-10-25,2026-04-07,1780.05,Cancelled,2024-03-01
POL6022,CUST4622,AG1367,PRD1012,2024-04-09,2025-10-24,1751.86,Cancelled,2024-03-01
POL6023,CUST4004,AG1176,PRD1048,2024-05-31,2026-01-17,3921.64,Cancelled,2024-03-01
POL6024,CUST1317,AG1416,PRD1043,2023-11-19,2025-12-31,2366.61,Active,2024-03-01
POL6025,CUST1519,AG1417,PRD1020,2023-11-18,2025-09-18,1382.24,Active,2024-03-01
POL6026,CUST1781,AG1155,PRD1014,2023-12-07,2025-12-27,3908.3,Cancelled,2024-03-01
POL6027,CUST161,AG1352,PRD1009,2024-02-24,2026-05-30,4628.54,Expired,2024-03-01
POL6028,CUST3597,AG1489,PRD1010,2023-10-05,2025-12-28,1924.01,Cancelled,2024-03-01
POL6029,CUST2054,AG1372,PRD1014,2023-09-23,2026-03-29,2463.75,Cancelled,2024-03-01
POL6030,CUST742,AG1376,PRD1031,2023-08-21,2026-01-14,2142.02,Expired,2024-03-01
POL6031,CUST2454,AG1032,PRD1037,2023-11-24,2025-12-30,581.48,Cancelled,2024-03-01
POL6032,CUST1186,AG1279,PRD1012,2023-07-30,2026-01-02,3856.47,Cancelled,2024-03-01
POL6033,CUST2924,AG1089,PRD1012,2023-11-20,2026-05-23,3507.76,Expired,2024-03-01
POL6034,CUST4285,AG1231,PRD1023,2023-12-04,2025-09-10,3865.98,Active,2024-03-01
POL6035,CUST4312,AG1188,PRD1019,2023-07-13,2026-05-20,3128.22,Active,2024-03-01
POL6036,CUST2688,AG1151,PRD1011,2023-10-12,2025-12-08,2094.82,Active,2024-03-01
POL6037,CUST4674,AG1430,PRD1036,2024-04-21,2026-03-15,2357.34,Expired,2024-03-01
POL6038,CUST3367,AG1198,PRD1027,2023-08-09,2025-10-14,4982.52,Active,2024-03-01
POL6039,CUST3726,AG1059,PRD1014,2024-04-06,2025-12-04,3634.21,Cancelled,2024-03-01
POL6040,CUST3186,AG1364,PRD1002,2023-09-16,2026-04-02,1882.48,Active,2024-03-01
POL6041,CUST3922,AG1182,PRD1017,2024-03-10,2025-06-29,1888.86,Expired,2024-03-01
POL6042,CUST1662,AG1413,PRD1002,2023-06-28,2026-01-15,3091.98,Active,2024-03-01
POL6043,CUST4236,AG1021,PRD1040,2023-12-02,2025-10-03,3633.94,Expired,2024-03-01
POL6044,CUST4510,AG1435,PRD1018,2024-04-24,2026-04-01,610.12,Active,2024-03-01
POL6045,CUST744,AG1374,PRD1018,2024-03-18,2026-02-03,1598.84,Expired,2024-03-01
POL6046,CUST43,AG1484,PRD1009,2024-02-08,2025-11-30,2869.19,Active,2024-03-01
POL6047,CUST4029,AG1120,PRD1015,2023-06-29,2026-06-03,3736.58,Cancelled,2024-03-01
POL6048,CUST2024,AG1477,PRD1005,2023-06-23,2026-02-22,1177.52,Expired,2024-03-01
POL6049,CUST1410,AG1269,PRD1034,2024-01-31,2025-08-18,1268.4,Expired,2024-03-01
POL6050,CUST4286,AG1342,PRD1050,2023-09-10,2025-07-27,4583.8,Active,2024-03-01
POL6051,CUST3549,AG1409,PRD1008,2024-04-07,2025-09-29,4067.99,Expired,2024-03-01
POL6052,CUST968,AG1078,PRD1019,2023-12-25,2026-05-21,2925.16,Expired,2024-03-01
POL6053,CUST4081,AG1159,PRD1004,2023-10-17,2025-08-09,4052.84,Active,2024-03-01
POL6054,CUST2860,AG1370,PRD1003,2023-12-20,2026-03-24,4454.6,Cancelled,2024-03-01
POL6055,CUST4933,AG1435,PRD1049,2024-03-27,2026-05-22,2703.92,Cancelled,2024-03-01
POL6056,CUST2889,AG1043,PRD1046,2024-04-23,2025-09-15,4813.35,Expired,2024-03-01
POL6057,CUST3226,AG1325,PRD1026,2024-04-12,2025-11-27,4982.41,Cancelled,2024-03-01
POL6058,CUST2757,AG1443,PRD1039,2024-03-17,2025-06-19,2924.8,Cancelled,2024-03-01
POL6059,CUST3133,AG1154,PRD1011,2024-04-27,2026-05-31,677.27,Expired,2024-03-01
POL6060,CUST1135,AG1445,PRD1016,2023-06-16,2025-08-19,4341.1,Active,2024-03-01
POL6061,CUST4266,AG1184,PRD1019,2023-10-22,2025-10-30,4339.87,Cancelled,2024-03-01
POL6062,CUST4732,AG1051,PRD1033,2024-03-28,2026-01-15,2139.48,Active,2024-03-01
POL6063,CUST3760,AG1405,PRD1037,2024-05-27,2026-05-19,4634.47,Cancelled,2024-03-01
POL6064,CUST659,AG1089,PRD1028,2024-05-08,2025-09-20,4313.81,Active,2024-03-01
POL6065,CUST672,AG1231,PRD1043,2023-11-12,2025-09-05,1005.22,Active,2024-03-01
POL6066,CUST1385,AG1273,PRD1033,2023-12-28,2026-02-16,3660.71,Expired,2024-03-01
POL6067,CUST400,AG1397,PRD1040,2024-06-02,2026-03-05,1476.82,Expired,2024-03-01
POL6068,CUST2703,AG1285,PRD1015,2023-08-23,2026-03-27,4757.98,Cancelled,2024-03-01
POL6069,CUST1368,AG1379,PRD1024,2023-07-20,2025-10-13,3713.04,Expired,2024-03-01
POL6070,CUST4743,AG1090,PRD1027,2023-09-08,2026-05-20,1126.82,Cancelled,2024-03-01
POL6071,CUST4107,AG1239,PRD1040,2023-11-28,2026-04-25,1878.79,Expired,2024-03-01
POL6072,CUST1067,AG1014,PRD1049,2023-10-08,2025-12-28,2181.17,Cancelled,2024-03-01
POL6073,CUST3654,AG1154,PRD1025,2024-02-13,2026-02-05,915.22,Active,2024-03-01
POL6074,CUST4354,AG1415,PRD1035,2023-11-16,2025-06-22,3427.41,Active,2024-03-01
POL6075,CUST2815,AG1483,PRD1006,2024-04-27,2026-03-01,1893.07,Expired,2024-03-01
POL6076,CUST63,AG1108,PRD1046,2024-03-18,2026-05-31,2084.77,Expired,2024-03-01
POL6077,CUST594,AG1261,PRD1021,2024-05-26,2026-03-30,2027.04,Expired,2024-03-01
POL6078,CUST740,AG1141,PRD1004,2024-02-29,2025-10-22,2183.58,Expired,2024-03-01
POL6079,CUST4256,AG1200,PRD1030,2024-01-09,2025-07-13,2597.84,Expired,2024-03-01
POL6080,CUST2143,AG1247,PRD1037,2023-09-25,2026-02-03,3355.28,Expired,2024-03-01
POL6081,CUST3113,AG1129,PRD1047,2024-02-14,2025-08-11,1433.1,Active,2024-03-01
POL6082,CUST4601,AG1254,PRD1043,2023-07-13,2026-02-19,2451.66,Expired,2024-03-01
POL6083,CUST2888,AG1148,PRD1038,2023-08-20,2025-11-30,3144.03,,2024-03-01
POL6084,CUST1177,AG1109,PRD1035,2024-03-30,2026-05-03,3124.48,Expired,2024-03-01
POL6085,CUST2884,AG1491,PRD1026,2023-12-02,2025-09-21,3738.3,Cancelled,2024-03-01
POL6086,CUST3090,AG1497,PRD1013,2023-08-06,2026-05-15,583.93,Expired,2024-03-01
POL6087,CUST2089,AG1489,PRD1044,2023-09-25,2026-05-13,2015.63,Active,2024-03-01
POL6088,CUST4205,AG1267,PRD1039,2023-11-27,2025-11-23,2664.88,Expired,2024-03-01
POL6089,CUST2090,AG1345,PRD1010,2023-11-14,2025-09-06,1558.33,Cancelled,2024-03-01
POL6090,CUST195,AG1363,PRD1020,2023-07-20,2026-04-25,3792.06,Expired,2024-03-01
POL6091,CUST2547,AG1075,PRD1023,2024-05-10,2025-07-11,4786.58,Expired,2024-03-01
POL6092,CUST200,AG1443,PRD1013,2024-01-24,2025-10-20,4320.69,Expired,2024-03-01
POL6093,CUST4416,AG1476,PRD1036,2024-05-25,2025-11-29,805.5,Active,2024-03-01
POL6094,CUST1578,AG1385,PRD1002,2023-09-16,2025-11-01,4601.6,Expired,2024-03-01
POL6095,CUST4397,AG1030,PRD1013,2023-07-22,2025-08-18,4510.06,Active,2024-03-01
POL6096,CUST1471,AG1397,PRD1044,2023-12-12,2025-12-21,3199.41,Cancelled,2024-03-01
POL6097,CUST2163,AG1408,PRD1050,2023-12-29,2025-10-07,3539.37,Cancelled,2024-03-01
POL6098,CUST1862,AG1033,PRD1003,2023-10-31,2025-09-28,4767.92,Cancelled,2024-03-01
POL6099,CUST339,AG1084,PRD1043,2023-09-09,2026-02-11,990.52,Active,2024-03-01
POL6100,CUST4817,AG1178,PRD1005,2023-08-03,2026-02-20,1885.56,,2024-03-01
POL6101,CUST271,AG1035,PRD1011,2023-10-10,2025-10-28,3136.15,Active,2024-03-01
POL6102,CUST1124,AG1013,PRD1038,2023-12-20,2025-08-15,4046.94,Active,2024-03-01
POL6103,CUST2931,AG1020,PRD1002,2023-07-22,2026-03-18,1916.47,Cancelled,2024-03-01
POL6104,CUST178,AG1098,PRD1021,2023-07-26,2025-09-05,753.21,Cancelled,2024-03-01
POL6105,CUST3361,AG1304,PRD1025,2023-08-31,2025-12-26,635.34,Cancelled,2024-03-01
POL6106,CUST2402,AG1390,PRD1025,2023-08-14,2025-10-06,2180.19,Cancelled,2024-03-01
POL6107,CUST4735,AG1010,PRD1029,2024-03-09,2026-01-27,4950.01,Cancelled,2024-03-01
POL6108,CUST1886,AG1123,PRD1006,2024-02-15,2026-03-17,4579.12,Active,2024-03-01
POL6109,CUST3752,AG1233,PRD1035,2023-11-22,2026-01-01,4414.89,Cancelled,2024-03-01
POL6110,CUST424,AG1084,PRD1023,2024-03-01,2025-06-22,1121.38,Expired,2024-03-01
POL6111,CUST4243,AG1214,PRD1032,2024-03-03,2025-07-15,3845.02,Cancelled,2024-03-01
POL6112,CUST4352,AG1446,PRD1014,2023-12-30,2025-06-30,4311.07,Cancelled,2024-03-01
POL6113,CUST4097,AG1161,PRD1005,2024-05-19,2026-05-07,2547.69,Cancelled,2024-03-01
POL6114,CUST1257,AG1179,PRD1006,2024-02-18,2026-02-22,4551.67,Cancelled,2024-03-01
POL6115,CUST981,AG1361,PRD1037,2023-10-05,2025-11-10,3668.78,Cancelled,2024-03-01
POL6116,CUST3493,AG1114,PRD1009,2023-10-12,2026-03-27,3228.68,Cancelled,2024-03-01
POL6117,CUST1636,AG1247,PRD1035,2024-05-21,2025-06-07,2694.21,Expired,2024-03-01
POL6118,CUST924,AG1454,PRD1044,2024-03-22,2025-10-30,1520.16,,2024-03-01
POL6119,CUST2937,AG1218,PRD1002,2023-10-04,2026-03-30,4076.9,Cancelled,2024-03-01
POL6120,CUST3476,AG1280,PRD1031,2024-05-21,2025-09-12,2838.24,Cancelled,2024-03-01
POL6121,CUST2798,AG1497,PRD1009,2023-06-23,2025-10-03,2992.76,Cancelled,2024-03-01
POL6122,CUST1128,AG1304,PRD1015,2023-08-14,2026-05-08,3972.71,Cancelled,2024-03-01
POL6123,CUST1524,AG1235,PRD1033,2023-06-27,2025-11-06,3921.57,Cancelled,2024-03-01
POL6124,CUST3606,AG1458,PRD1048,2023-10-18,2026-01-29,2609.76,Cancelled,2024-03-01
POL6125,CUST2012,AG1386,PRD1024,2023-06-18,2026-05-26,2831.53,Cancelled,2024-03-01
POL6126,CUST2560,AG1398,PRD1017,2023-07-31,2026-02-19,2660.42,Active,2024-03-01
POL6127,CUST1743,AG1431,PRD1008,2024-01-02,2026-01-21,515.21,,2024-03-01
POL6128,CUST3179,AG1438,PRD1045,2024-04-15,2025-08-28,986.83,Cancelled,2024-03-01
POL6129,CUST3509,AG1143,PRD1007,2024-02-26,2025-11-20,2531.28,Expired,2024-03-01
POL6130,CUST3637,AG1232,PRD1026,2024-05-15,2025-07-07,2093.96,Active,2024-03-01
POL6131,CUST693,AG1073,PRD1004,2023-10-08,2025-09-15,2239.89,Active,2024-03-01
POL6132,CUST360,AG1370,PRD1003,2024-02-24,2026-05-08,1965.58,Expired,2024-03-01
POL6133,CUST231,AG1054,PRD1028,2023-12-08,2025-12-29,4853.63,Cancelled,2024-03-01
POL6134,CUST3028,AG1478,PRD1022,2023-11-19,2025-12-16,974.62,Active,2024-03-01
POL6135,CUST2306,AG1172,PRD1036,2023-09-23,2025-09-19,1303.21,Active,2024-03-01
POL6136,CUST2512,AG1405,PRD1004,2023-07-06,2026-03-06,4845.78,Active,2024-03-01
POL6137,CUST4717,AG1162,PRD1050,2024-03-24,2026-03-31,3963.95,Cancelled,2024-03-01
POL6138,CUST3990,AG1095,PRD1049,2023-07-19,2026-05-22,4793.67,Cancelled,2024-03-01
POL6139,CUST804,AG1041,PRD1032,2023-06-25,2026-04-11,4300.32,Cancelled,2024-03-01
POL6140,CUST1904,AG1334,PRD1037,2024-04-16,2025-08-12,2432.91,Expired,2024-03-01
POL6141,CUST1179,AG1356,PRD1045,2024-01-14,2026-01-21,655.51,Expired,2024-03-01
POL6142,CUST3080,AG1326,PRD1005,2023-11-13,2025-09-16,2076.91,Active,2024-03-01
POL6143,CUST1601,AG1456,PRD1021,2023-06-27,2025-12-28,710.52,Active,2024-03-01
POL6144,CUST2294,AG1454,PRD1002,2024-04-03,2025-12-18,1603.17,Active,2024-03-01
POL6145,CUST2799,AG1251,PRD1036,2023-11-11,2025-07-24,1566.91,Cancelled,2024-03-01
POL6146,CUST2016,AG1364,PRD1045,2023-12-09,2025-09-11,3432.49,Active,2024-03-01
POL6147,CUST2325,AG1085,PRD1011,2023-10-07,2026-03-03,4598.05,Active,2024-03-01
POL6148,CUST1799,AG1238,PRD1005,2023-12-31,2026-01-11,1571.86,Active,2024-03-01
POL6149,CUST2491,AG1043,PRD1027,2023-12-02,2025-09-30,3005.57,Active,2024-03-01
POL6150,CUST3976,AG1059,PRD1020,2024-01-22,2025-08-18,888.53,Cancelled,2024-03-01
POL6151,CUST1714,AG1098,PRD1036,2023-06-27,2025-11-27,2134.03,Cancelled,2024-03-01
POL6152,CUST2281,AG1133,PRD1021,2024-04-08,2025-12-16,886.89,Expired,2024-03-01
POL6153,CUST4655,AG1043,PRD1039,2023-10-26,2026-03-10,1847.02,Cancelled,2024-03-01
POL6154,CUST1059,AG1271,PRD1004,2023-09-04,2025-08-01,3584.09,Active,2024-03-01
POL6155,CUST3092,AG1362,PRD1039,2023-12-27,2025-10-19,4801.22,Cancelled,2024-03-01
POL6156,CUST165,AG1222,PRD1022,2023-06-23,2025-12-13,2347.5,Active,2024-03-01
POL6157,CUST1804,AG1028,PRD1014,2023-11-24,2025-07-25,4594.87,Cancelled,2024-03-01
POL6158,CUST3012,AG1493,PRD1040,2023-09-16,2025-09-16,1367.22,Active,2024-03-01
POL6159,CUST769,AG1483,PRD1031,2023-06-25,2025-07-16,1841.27,Cancelled,2024-03-01
POL6160,CUST2992,AG1389,PRD1044,2023-09-10,2026-05-11,828.98,Cancelled,2024-03-01
POL6161,CUST4585,AG1406,PRD1018,2024-06-01,2025-06-30,1880.02,Active,2024-03-01
POL6162,CUST2288,AG1357,PRD1003,2023-06-08,2026-04-05,4309.13,Expired,2024-03-01
POL6163,CUST1035,AG1169,PRD1022,2023-11-09,2025-06-19,3078.76,Cancelled,2024-03-01
POL6164,CUST3436,AG1020,PRD1011,2023-07-01,2025-09-06,1331.18,Expired,2024-03-01
POL6165,CUST3943,AG1272,PRD1023,2023-10-31,2025-10-28,837.52,Active,2024-03-01
POL6166,CUST4159,AG1087,PRD1040,2023-10-27,2025-06-24,3463.0,Active,2024-03-01
POL6167,CUST4786,AG1065,PRD1032,2023-06-13,2025-11-07,3140.78,Active,2024-03-01
POL6168,CUST1463,AG1470,PRD1027,2023-10-08,2025-07-28,4305.88,Expired,2024-03-01
POL6169,CUST1492,AG1333,PRD1017,2023-06-21,2025-07-05,4727.98,Expired,2024-03-01
POL6170,CUST1305,AG1045,PRD1027,2023-08-17,2026-03-28,3654.44,,2024-03-01
POL6171,CUST1617,AG1254,PRD1007,2024-01-09,2025-07-16,2264.46,Cancelled,2024-03-01
POL6172,CUST531,AG1318,PRD1045,2024-03-08,2026-01-26,3458.16,Active,2024-03-01
POL6173,CUST1767,AG1336,PRD1002,2024-04-06,2025-10-27,2459.8,Active,2024-03-01
POL6174,CUST1808,AG1166,PRD1007,2024-03-06,2026-01-14,2930.99,Cancelled,2024-03-01
POL6175,CUST229,AG1128,PRD1044,2024-03-19,2025-09-24,2783.79,Active,2024-03-01
POL6176,CUST3855,AG1292,PRD1024,2024-01-28,2025-08-14,2273.6,Active,2024-03-01
POL6177,CUST3969,AG1278,PRD1044,2023-06-09,2025-11-06,3332.12,Expired,2024-03-01
POL6178,CUST4533,AG1249,PRD1030,2024-03-22,2025-06-04,1979.62,Cancelled,2024-03-01
POL6179,CUST1006,AG1207,PRD1039,2024-01-07,2025-07-29,730.19,Active,2024-03-01
POL6180,CUST520,AG1361,PRD1025,2024-01-01,2026-05-09,723.76,Expired,2024-03-01
